FID,Volcano_Number,Volcano_Name,Primary_Volcano_Type,Last_Eruption_Year,Country,Geological_Summary,Region,Subregion,Latitude,Longitude,Elevation,Tectonic_Setting,Geologic_Epoch,Evidence_Category,Primary_Photo_Link,Primary_Photo_Caption,Primary_Photo_Credit,Major_Rock_Type,GeoLocation
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_15d4,211030,Ischia,Complex,1302,Italy,"The Ischia volcanic complex forms a rectangular, 6 x 9 km island immediately SW of the Campi Flegrei area at the western side of the Bay of Naples. The eruption of the trachytic Green Tuff ignimbrite about 56,000 years ago was followed by caldera formation. The high point on the island, Monte Epomeo, is a volcanic horst composed of the Green Tuff ignimbrite deposit that was submerged after its eruption and then uplifted. Volcanism on the island has been significantly affected by tectonism that formed a series of horsts and grabens; at least 800 m of uplift has formed as a result of resurgent doming during past 33,000 years. Many small monogenetic volcanoes were formed around the uplifted block. Volcanism during the Holocene produced a series of pumiceous tephras, tuff rings, lava domes, and lava flows, and a major collapse of Mount Epomeo produced a large submarine debris-avalanche deposit. The latest eruption, in 1302 CE, produced a spatter cone and the Arso lava flow, which reached the NE coast.",Mediterranean and Western Asia,Italy,40.73,13.897,789,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,http://volcano.si.edu/photos/full/104074.jpg,"The Ischia volcanic complex forms a 6 x 9 km island at the western side of the Bay of Naples.  The tip of the island of Procida, ENE of Ischia, is visible at the left in this Space Shuttle image.  Tectonism has influenced volcanic activity at Ischia, and its high point (the dark-colored area at the center of the island) is a volcanic horst composed of ignimbrite deposits associated with Pleistocene caldera formation.  During the Holocene, a series of pumiceous tephras, tuff rings, lava domes, and lava flows were erupted. ","NASA Space Shuttle image ISS002-E-8200, 2001 (http://eol.jsc.nasa.gov/).",Trachyte / Trachydacite,POINT (40.73 13.897)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_15d5,211041,Panarea,Stratovolcano,,Italy,"The mostly submerged Panarea volcanic complex lies about midway between Stromboli and Lipari in the eastern part of the Aeolian Islands. Panarea, the smallest island in the Aeolian Archipelago, lies on the western side of a shallow platform whose shelf margin is at about 130 m depth.  A series of small islands breach the surface to form the Central Reefs, the rim of a crater 2 km E of Panarea, whose shallow submerged floor contains Roman ruins.  The submerged Secca dei Pesci lava dome lies at the SE end of the platform, and the rhyolitic Basiluzzo lava dome rises 165 m above the surface at the NE end, along a ridge trending towards Stromboli volcano.  The complex was constructed in two main stages: an initial effusive activity phase that produced lava domes, and an explosive stage.  The youngest subaerial airfall-tephra deposits are dated to about 20,000 years ago; a date of less then 10,000 BP on a lava flow is uncertain. Vigorous hydrothermal activity has continued at fumarolic fields at several locations on the submerged platform; submarine hydrothermal explosions have occurred in historical time.",Mediterranean and Western Asia,Italy,38.638,15.064,399,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Uncertain,http://volcano.si.edu/photos/full/103091.jpg,"Panarea Island in the background is the largest subaerial component of a mostly submarine volcanic complex between Lipari and Stromboli volcanoes.  The last eruptions at Panarea took place during the early Holocene, but hydrothermal activity has continued until the present at fumarolic fields at several locations on the submerged platform.  The water discoloration in the foreground, 2 km east of Panarea Island near the small islands of Lisca Bianca, Bottaro, and Lisca Nera, took place during November 2002.  ","Photo courtesy of Istituto Nazionale di Geofisica e Vulcanologia, Sezione di Catania (INGV), 2002.",Andesite / Basaltic Andesite,POINT (38.638 15.064)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_15d6,211042,Lipari,Stratovolcano(es),1230,Italy,"Lipari, the largest of the Aeolian Islands, is located immediately north of Vulcano Island. The irregular-shaped island contains numerous small stratovolcanoes, craters, and lava domes on a basement of submarine volcanic deposits. Lipari was formed in three major eruptive cycles, the first of which took place from about 223 to 188 thousand years ago (ka) from N-S-trending fissures on the western side of the island. The second eruptive period from about 102 to 53 ka included the formation of the Monte San Angelo and Costa d'Agosto stratovolcanoes in the center of the island. The third eruptive cycle (40 ka to the present) included the Monte Guardia sequence, erupted at the southern tip of the island between about 22,600 and 16,800 years ago, and Holocene rhyolitic pyroclastic deposits and obsidian lava flows at the NE end of the island. The latest eruption, at Monte Pilato on the NE tip of the island, formed the Rocche Rosse and Forgia Vecchia obsidian lava flows, which have been dated variously from about 500 to 1230 CE. Objects made of obsidian from Lipari have been found throughout southern Italy.",Mediterranean and Western Asia,Italy,38.49,14.933,590,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Dated,http://volcano.si.edu/photos/full/015035.jpg,"Lipari, the largest of Italy's Aeolian Islands, was constructed during four eruptive cycles beginning about 100,000 years ago.  Monte Giardina lava dome on the south side of the island, seen here from the NE with Lipari city in the foreground, formed as part of an eruptive cycle from about 23,000 to 17,000 years ago.  Holocene eruptions formed the Pomiciazzo lava dome and the Rocche Rosse and Forgia Vecchia obsidian flows.","Photo by Richard Waitt, 1985 (U.S. Geological Survey).",Rhyolite,POINT (38.49 14.933)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_15d7,211040,Stromboli,Stratovolcano,2018,Italy,"Spectacular incandescent nighttime explosions at this volcano have long attracted visitors to the ""Lighthouse of the Mediterranean.""  Stromboli, the NE-most of the Aeolian Islands, has lent its name to the frequent mild explosive activity that has characterized its eruptions throughout much of historical time. The small island is the emergent summit of a volcano that grew in two main eruptive cycles, the last of which formed the western portion of the island. The Neostromboli eruptive period from about 13,000 to 5000 years ago was followed by formation of the modern edifice. The active summit vents are located at the head of the Sciara del Fuoco, a prominent horseshoe-shaped scarp formed about 5000 years ago as a result of the most recent of a series of slope failures that extend to below sea level. The modern volcano has been constructed within this scarp, which funnels pyroclastic ejecta and lava flows to the NW. Essentially continuous mild strombolian explosions, sometimes accompanied by lava flows, have been recorded for more than a millennium.",Mediterranean and Western Asia,Italy,38.789,15.213,924,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,http://volcano.si.edu/photos/full/091031.jpg,"The rising sun brightens the slopes of Stromboli volcano, the ""Lighthouse of the Mediterranean.""  This view shows the NE tip of the island with the Rina Grande valley at the left.  The principal historically active vent of Stromboli lies at the head of the Sciarra del Fuoco, a prominent horseshoe-shaped scarp on the opposite side of the island.  Stromboli, the NE-most of the Aeolian Islands, has lent its name to the frequent mild explosive activity that has characterized its eruptions throughout much of historical time.  ","Photo by Guiseppina Kysar, 1999 (Smithsonian Institution).",Trachyandesite / Basaltic Trachyandesite,POINT (38.789 15.213)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_15d8,211050,Vulcano,Stratovolcano(es),1890,Italy,"The word volcano is derived from Vulcano stratovolcano in Italy's Aeolian Islands. Vulcano was constructed during six stages during the past 136,000 years. Two overlapping calderas, the 2.5-km-wide Caldera del Piano on the SE and the 4-km-wide Caldera della Fossa on the NW, were formed at about 100,000 and 24,000-15,000 years ago, respectively, and volcanism has migrated to the north over time. La Fossa cone, active throughout the Holocene and the location of most of the historical eruptions, occupies the 3-km-wide Caldera della Fossa at the  NW end of the elongated 3 x 7 km island. The Vulcanello lava platform forms a low, roughly circular peninsula on the northern tip of Vulcano that was formed as an island beginning in 183 BCE and was connected to Vulcano in about 1550 CE. Vulcanello is capped by three pyroclastic cones and was active intermittently until the 16th century. The latest eruption from Vulcano consisted of explosive activity from the Fossa cone from 1898 to 1900.",Mediterranean and Western Asia,Italy,38.404,14.962,500,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,http://volcano.si.edu/photos/full/015041.jpg,"The island of Vulcano in Italy's Aeolian Islands is the origin of the word volcano.  It is seen here from the volcano observatory on the island of Lipari to the north, with the volcanic peninsula of Vulcanello, initially formed in 183 BCE, in the foreground and Fossa cone in the background.  Vulcano consists of at least three volcanic complexes, each of which is truncated by a small caldera.  Volcanism has migrated to the north, with Fossa cone being the dominant Holocene center.  The latest eruption took place from 1888 to 1890.","Photo by Richard Waitt, 1985 (U.S. Geological Survey).",Trachybasalt / Tephrite Basanite,POINT (38.404 14.962)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_15d9,211060,Etna,Stratovolcano(es),2018,Italy,"Mount Etna, towering above Catania, Sicily's second largest city, has one of the world's longest documented records of historical volcanism, dating back to 1500 BCE. Historical lava flows of basaltic composition cover much of the surface of this massive volcano, whose edifice is the highest and most voluminous in Italy.  The Mongibello stratovolcano, truncated by several small calderas, was constructed during the late Pleistocene and Holocene over an older shield volcano. The most prominent morphological feature of Etna is the Valle del Bove, a 5 x 10 km horseshoe-shaped caldera open to the east. Two styles of eruptive activity typically occur, sometimes simultaneously. Persistent explosive eruptions, sometimes with minor lava emissions, take place from one or more summit craters. Flank vents, typically with higher effusion rates, are less frequently active and originate from fissures that open progressively downward from near the summit (usually accompanied by Strombolian eruptions at the upper end). Cinder cones are commonly constructed over the vents of lower-flank lava flows. Lava flows extend to the foot of the volcano on all sides and have reached the sea over a broad area on the SE flank.",Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,http://volcano.si.edu/photos/full/015052.jpg,"Mount Etna is Europe's highest volcano, towering above the city of Taormina on its NE flank.  Etna claims one of the world's longest documented historical records, dating back to the 2nd millenium BCE.  Historical lava flows cover much of the surface of this massive, 60 x 40 km wide basaltic stratovolcano, and extend to the sea.  Eruptions occur both from persistently active summit craters and intermittently from flank fissures and cones.","Photo by Jean-Claude Tanguy, 1991 (University of Paris).",Trachybasalt / Tephrite Basanite,POINT (37.748 14.999)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_15da,211071,Pantelleria,Shield,1891,Italy,"The island of Pantelleria is constructed above a drowned continental rift in the Strait of Sicily and has been the locus of intensive volcano-tectonic activity. Two large Pleistocene calderas dominate the island, which contains numerous post-caldera lava domes and cinder cones and is the type locality for peralkaline rhyolitic rocks, pantellerites.  The 15-km-long island is the emergent summit of a largely submarine edifice. The 6-km-wide Cinque Denti caldera, the youngest of the two calderas, formed about 45,000 years ago and contains the two post-caldera shield volcanoes of Monte Grande and Monte Gibele.  Holocene eruptions have constructed pumice cones, lava domes, and short, blocky lava flows. Many Holocene vents are located on three sides of the uplifted Montagna Grande block on the SE side of the island. A submarine eruption in 1891 from a vent ~4 km off the NW coast is the only confirmed historical activity.",Mediterranean and Western Asia,Italy,36.77,12.02,836,Rift zone / Continental crust (> 25 km),Holocene,Eruption Observed,http://volcano.si.edu/photos/full/115002.jpg,"The 15-km-long island of Pantelleria is constructed above a drowned continental rift in the Strait of Sicily.  Part of the mostly buried arcuate rims of two large Pleistocene calderas are seen in this NASA Landsat image (with north to the top).  The SE rims of the calderas form the two dark-colored lines at the lower right part of the island, below and to the right of the forested Monte Grande and Monte Gibele shield volcanoes.  Monte Gibele, with its circular summit crater, was constructed in the southern part of the younger Cinque Denti caldera.  ",NASA Landsat7 image (worldwind.arc.nasa.gov),Rhyolite,POINT (36.77 12.02)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_15db,211070,Campi Flegrei Mar Sicilia,Submarine,1867,Italy,"Campi Flegrei del Mar di Sicilia (Phlegraean Fields of the Sicily Sea) is composed of a group of submarine volcanoes SW of Sicily. The volcanoes were constructed within a submarine depression about 1000 m deep in the Strait of Sicily between the SW coast of Sicily and the NE tip of Tunisia, forming submarine banks that are capped by cones that rise to near sea level. Submarine eruptions were reported at the Giulia-Ferdinandeo and Pinne banks during the first Punic war (264-241 BCE), and from the 17th to 20th centuries, sometimes producing ephemeral islands. The 1831 eruption at Graham Island (also known as Graham Bank, Giulia-Ferdinandeo Bank, or Ferdinandea Bank) produced an ephemeral island that was promptly claimed by the navies of France, Britain, Spain, and Italy.",Mediterranean and Western Asia,Italy,37.1,12.7,-8,Rift zone / Continental crust (> 25 km),Holocene,Eruption Observed,http://volcano.si.edu/photos/full/000099.jpg,"An eruption column rises above Graham Island (Giulia Ferdinandeo) in the Sicilian Sea in 1831.  A new island was formed that was promptly claimed by Italy, France, Britain, and Spain.  All territorial claims came to naught when the island quickly eroded to beneath the sea surface after the eruption ended.  Graham Island (also known as Ferdinandeo Bank) is part of the Campi Flegrei del Mar di Sicilia (Phlegraean Fields of the Sicily Sea), a group of submarine volcanoes constructed within a depression about 1000 m deep SW of Sicily.  ","From the collection of Maurice and Katia Krafft (published in Simkin and Siebert, 1994).",Trachybasalt / Tephrite Basanite,POINT (37.1 12.7)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_15dc,212020,Methana,Lava dome(s),-258,Greece,"Methana volcano consists of a basaltic-andesite to rhyodacitic lava dome complex forming the Methana Peninsula in the Sarronian Gulf on the NE side of Peloponnesus. Potassium-Argon ages for the older part of the complex range from 900,000 to 550,000 years, although activity may have begun during the late Pliocene. A younger phase of activity took place from about 380,000-290,000 years ago, forming a series of lava domes and flows. The youngest dome, Kameno Vouno, on the NW side of the peninsula, was formed in the 3rd century BCE and produced a lava flow that traveled 500 m beyond the coastline. Hot springs are found at several locations along the coast of the peninsula.",Mediterranean and Western Asia,Greece,37.615,23.336,760,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,http://volcano.si.edu/photos/full/088009.jpg,"Malja Khoriou lava dome, seen here from the SE, lies on the eastern side of the Methana Peninsula and is one of several basaltic-andesite to rhyodacitic lava domes forming the Methana volcanic complex.  The peninsula extends into the Sarronian Gulf on the NE side of the Peloponnesus Peninsula.  The youngest dome, Kameno Vouno, on the NW side of Methana Peninsula, was formed in the 3rd century BCE and produced a lava flow that traveled 500 m beyond the coastline.     ",Photo by Ichio Moriya (Kanazawa University).,Andesite / Basaltic Andesite,POINT (37.615 23.336)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_15dd,212030,Milos,Stratovolcano(es),140,Greece,"Mílos and adjacent small islands have grown from submarine and subaerial volcanism that initially was dominantly andesitic and basaltic, but ended with predominately rhyolitic eruptions. The oldest volcanic rocks are Pliocene submarine rhyolitic pyroclastic-flow deposits overlying basement metamorphic and sedimentary rocks. The latest activity during the late Pleistocene was concentrated in the eastern half of the low, U-shaped Mílos Island, forming lava domes and phreatic explosion craters, and on Antimílos Island to the NW, where a composite volcano was constructed. The youngest magmatic eruptions took place about 90,000 years ago, but phreatic explosions, commonly producing overlapping craters rarely more than 1 km in diameter, continued from late-Pleistocene to Recent times. A lahar deposit in SE Mílos, east of Fyriplaka tuff ring, buried walls of a Roman harbor town and overlies a coarse ash layer, and was considered to originate from a small phreatic explosion through basement rocks.",Mediterranean and Western Asia,Greece,36.699,24.439,751,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Dated,http://volcano.si.edu/photos/full/088015.jpg,"The western side of Mílos Island contains a cluster of lava domes.  Mílos and adjacent small islands have grown from submarine and subaerial volcanism that initially was dominantly andesitic and basaltic, but ended with predominately rhyolitic eruptions.  Phreatic explosions, commonly producing overlapping craters rarely more than 1 km in diameter, continued from late-Pleistocene to Holocene times.    ",Photo by Ichio Moriya (Kanazawa University).,Rhyolite,POINT (36.699 24.439)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_15de,212040,Santorini,Shield(s),1950,Greece,"Renowned Santorini (Thera), with its steep-walled caldera rim draped by whitewashed villages overlooking an active volcanic island in the center of a caldera bay, is one of the scenic highlights of the Aegean. The circular island group is composed of overlapping shield volcanoes cut by at least four partially overlapping calderas. The oldest southern caldera was formed about 180,000 years before present (BP), followed by the Skaros caldera about 70,000 years BP, and then the Cape Riva caldera about 21,000 years BP. The youngest caldera formed about 3600 years BP during the Late-Bronze-Age Minoan eruption  that forced abandonment of the thriving Aegean Sea island. Post-Minoan eruptions beginning in 197 BCE constructed a series of lava domes and flows that form two islands near the center of the caldera. A submarine eruption took place in 1650 CE outside the caldera NE of Thera. The latest eruption produced a small lava dome and flow in 1950, accompanied by explosive activity.",Mediterranean and Western Asia,Greece,36.404,25.396,367,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,http://volcano.si.edu/photos/full/001006.jpg,"The steep inner walls of Santorini, capped by whitewashed villages, drop steeply into the caldera bay, forming one of the scenic highlights of the Aegean.  Pyroclastic-flow deposits from four caldera-forming eruptions dating back to 100,000 years ago are exposed in the caldera walls in this north-looking view.  The youngest caldera was formed about 3500 years ago during the noted Minoan eruption of Santorini.  The flat-topped peak on the left skyline is Skaros, a remnant of a shield volcano constructed within a previous caldera.","Photo by Lee Siebert, 1994 (Smithsonian Institution).",Dacite,POINT (36.404 25.396)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_15df,212051,Yali,Lava dome(s),,Greece,"Yali, a small crescent-shaped island between the N coast of Nisyros and the SW coast of Kos islands, consists of rhyolitic obsidian domes and pumice deposits.  It lies within the inferred location of the large submarine caldera associated with the eruption of the voluminous Kos Plateau Tuff, about 160,000 years ago, which produced extensive ignimbrites that blanket much of the western half of Kos island and which produced a caldera of uncertain dimensions but one that could extend from Kefalos Bay on the SW side of Kos to Nisyros. Yali is oriented NNE-SSW and contains two distinct segments connected by a narrow isthmus formed of modern reef sediments.  The SW part of the island consists primarily of a layered pumice-fall unit about 200 m thick; the NE part contains rhyolitic obsidian lava flows of similar thickness.  No historical eruptions are known, but the most recent pumice eruptions overlie soils containing pottery and Neolithic obsidian artifacts (Keller, 1982).",Mediterranean and Western Asia,Greece,36.671,27.14,180,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Credible,http://volcano.si.edu/photos/full/110097.jpg,"The crescent-shaped island of Yali (upper left) lies above and to the left of Nisyros Island (lower right) in this NASA Space Shuttle image (with north to the upper left).  Yali contains two distinct segments connected by a narrow isthmus formed of modern reef sediments and consists of rhyolitic obsidian domes at the NE end and pumice-fall deposits at the SW end.  A 3-4 km wide caldera, much of the western side of which is filled by post collapse lava domes, is visible on historically active Nisyros Island.   ","NASA Space Shuttle image ISS006-E-30975, 2003 (http://eol.jsc.nasa.gov/).",Rhyolite,POINT (36.671 27.14)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_15e0,212050,Nisyros,Stratovolcano,1888,Greece,"The easternmost volcano of the Aegean arc forms the 9-km-wide island of Nisyros, which is truncated by a 3-4 km wide caldera. The island was constructed during the past 150,000 years, with three cone-building stages including explosive and effusive andesitic eruptions and effusive and extrusive dacitic and rhyolitic activity. The age of the caldera is variously considered to be <24,000 years before present (BP) (Keller et al., 1990) and >44,000 BP (Limburg and Varekamp, 1991). Five large post-caldera lava domes completely fill the western part of the caldera. The NE-most (Boriatiko) and SW-most (Karaviotis) lava domes and flows are significantly younger than the other domes. A sixth post-caldera dome, outside the SW caldera rim, produced lava flows that reached the coast. Historical phreatic eruptions occurred from craters within the caldera between 1422 and 1888. Intense hydrothermal activity continues in the form of many fumaroles on the caldera floor and hot springs along the coast.",Mediterranean and Western Asia,Greece,36.586,27.16,698,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,http://volcano.si.edu/photos/full/089100.jpg,"Mount Hagi Ilias lava dome occupies the western side of a 3-4 km wide caldera at the summit of Nisyros volcano, the easternmost of the Aegean arc.  The age of the caldera is variously considered to be <24,000 years before present (BP) and >44,000 years BP.  Five large post-caldera lava domes completely fill the western part of the caldera.  Historical phreatic eruptions occurred within the caldera between 1422 and 1888.",Photo by Ichio Moriya (Kanazawa University).,Dacite,POINT (36.586 27.16)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_15e1,213000,Kula,Pyroclastic cone(s),,Turkey,"The Kula volcanic field, the westernmost area of young volcanism in Turkey, lies about 450 km WNW of its closest Holocene neighbor in central Turkey, the Karapinar volcanic field. The Kula field consists of a broad area of Quaternary alkaline basanitic-to-phonotephritic cinder cones and maars erupted along a roughly E-W line SW of the city of Selendi. Most are Pleistocene in age, between about 1.1 million and 10,000 years old. The initial stage produced lava flows from vents along the ring fracture of caldera identified from satellite images. The second and third stages took place along an E-W graben and produced lava flows with ultramafic xenoliths. Although activity was considered to have continued until the beginning of the Holocene (Yilmaz, 1990), or almost to historical times (Borsi et al., 1972), the age of the most recent eruption is not known.",Mediterranean and Western Asia,Turkey,38.58,28.52,750,Intraplate / Continental crust (> 25 km),Holocene,Evidence Credible,http://volcano.si.edu/photos/full/114057.jpg,"Kara Divlit Tepe (""Black Ink Cone"") is part of the Kula volcanic field, the westernmost area of young volcanism in Turkey. Kara Divlit Tepe cinder cone is the youngest of the broad Quaternary volcanic field, which is mostly Pleistocene in age.  The 300-m-high cone produced a voluminous lava flow, visible to the north to the right of the cone, that traveled 22 km to the NW and is one of the two youngest flows at Kula.  The Kula volcanic field contains a group of cinder cones and maars erupted along a roughly E-W-trending line.","Photo by Samuele Agostini, 2000 (CNR, Pisa, Italy).",Trachybasalt / Tephrite Basanite,POINT (38.58 28.52)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_15e2,213001,Karapinar Field,Pyroclastic cone(s),,Turkey,"The basaltic Karapinar volcanic field is comprised of five cinder cones, two lava fields, and several explosion craters and maars located along a SW-NE line on the Konya-Eregli plain SW of the Karacadag stratovolcano. The maars evolved from hyaloclastite tuff rings to maars to cinder cones, reflecting varying lake water levels during eruptions. Meke Dagi is one of the largest cinder cones in Central Anatolia.   ",Mediterranean and Western Asia,Turkey,37.667,33.6,1302,Intraplate / Continental crust (> 25 km),Holocene,Evidence Credible,http://volcano.si.edu/photos/full/101044.jpg,"Meke Golu lake surrounds the Meke Dagi cinder cone in the Karapinar volcanic field, which is comprised of cinder cones, lava fields, and maars on the Konya-Eregli plain.  The 300-m-high Meke Dagi is one of the largest cinder cones in Central Anatolia.  This maar complex evolved from a hyaloclastite tuff ring to a maar to a cinder cone, reflecting varying lake water levels during the eruption.  ""Meke"" in Turkish means ""smelling"" (""Golu"" is ""Lake""): the water is full of sulfur bubbles from underwater solfataras.  ","Copyrighted photo by Marco Fulle, 1999 (Stromboli On-Line, http://stromboli.net).",Trachyandesite / Basaltic Trachyandesite,POINT (37.667 33.6)
VOTW_Holocene_Volcanoes.fid--4d9842f7_162e410decd_15e3,213002,Hasan Dagi,Stratovolcano,,Turkey,"The massive double-peaked stratovolcano Hasan Dagi in Central Anatolia has undergone four episodes of caldera collapse, the latest of which formed a 4-5 km wide caldera at the summit.  The modern edifice within the latest caldera is the youngest of four major basaltic-to-rhyolitic volcanic complexes dating back to the mid-Miocene.  Andesitic-to-dacitic lava domes form the two principal summits, of which the westernmost is the highest and is capped by two nested craters.  Lava domes and associated pyroclastic-flow deposits blanket more than half the flanks of the Mount Hasan volcanic complex.  A group of more than 25 Quaternary cinder cones, maars, and lava flows dot the surrounding plains.  Interpretations of Neolithic paintings representing eruptions are controversial, but geologic evidence supports eruptive activity continuing into the Holocene.",Mediterranean and Western Asia,Turkey,38.13,34.17,3253,Intraplate / Continental crust (> 25 km),Holocene,Evidence Credible,http://volcano.si.edu/photos/full/015075.jpg,"The massive, double-peaked Hasan Dagi stratovolcano in central Turkey has a complex history that includes three episodes of caldera collapse.  Numerous cinder cones, maars, and lava flows dot the flanks of the volcano.  The hilly terrain in the foreground is a debris-avalanche deposit produced by collapse of the volcano.  ","Photo by Richard Waitt, 1994 (U.S. Geological Survey).",Dacite,POINT (38.13 34.17)
